Percentage at School,Percentage at College,Hours Studing per day,Interested in extracurricular activites?,Self-learning capability?,Are you Introvert?,Area That Align with Your Mission,Skills,Interested Subjects,Hobbies,Fulfilling Activity,Strengths,Suggested Job Role
74,91,11,0,3,1,Technology and Innovation,Research,Marketing,Public Relations,Engaging with Marketing,Analytical,Market Research Analyst
81,74,5,1,3,0,Economic Development,digital advertising,Marketing,Music Production  ,digital marketing,Tech-savvy,Marketing Manager
76,73,7,1,2,0,Economic Development,creative direction,Marketing,App Development  ,content creation,Visionary,Marketing Manager
88,78,11,0,3,1,Economic Development,customer segmentation,Marketing,Volunteering  ,market research,Strategic thinker,Marketing Manager
85,72,10,1,4,0,Economic Development,competitive analysis,Marketing,Fitness  ,brand management,Insightful,Marketing Manager
89,74,12,0,5,1,Economic Development,influencer marketing,Marketing,Networking  ,social media strategy,Networked,Marketing Manager
70,68,1,1,2,0,Economic Development,event planning,Marketing,Traveling  ,SEO optimization,Organized,Marketing Manager
83,79,2,0,5,1,Economic Development,public relations,Marketing,Socializing  ,campaign management,Communicative,Marketing Manager
78,70,3,1,1,1,Economic Development,analytics,Marketing,Gardening  ,email marketing,Proactive,Marketing Manager
81,75,4,0,4,1,Economic Development,product positioning,Marketing,Cooking  ,product positioning,Customer-focused,Marketing Manager
66,70,5,1,3,0,Economic Development,email marketing,Marketing,Hiking  ,analytics,Persuasive,Marketing Manager
79,73,6,0,5,1,Economic Development,campaign management,Marketing,Running  ,public relations,Results-driven,Marketing Manager
84,74,7,1,4,0,Economic Development,SEO optimization,Marketing,Creative Writing  ,event planning,Detail-oriented,Marketing Manager
87,72,8,0,2,1,Economic Development,social media strategy,Marketing,Reading  ,influencer marketing,Engaging,Marketing Manager
82,76,11,1,5,1,Economic Development,brand management,Marketing,Photography  ,competitive analysis,Innovative,Marketing Manager
88,80,9,1,3,0,Economic Development,market research,Marketing,Tech Exploration  ,customer segmentation,Analytical,Marketing Manager
66,70,9,1,5,0,Economic Development,budget management,Marketing,Crafting  ,budget management,Financially savvy,Marketing Manager
90,78,10,1,5,1,Economic Development,digital marketing,Marketing,Coding  ,team leadership,Strategic,Marketing Manager
84,79,6,0,5,1,Economic Development,sales collaboration,Marketing,Building Models  ,creative direction,Collaborative,Marketing Manager
90,75,8,0,4,1,Economic Development,team leadership,Marketing,Building Websites  ,sales collaboration,Motivational,Marketing Manager
74,83,4,1,4,1,Economic Development,Strategy Development,Marketing,teaching,Strategy Development,Leadership,Marketing Manager
62,60,6,0,4,0,Economic Development,Strategy,Marketing,Laboratory Testing,Strategy,Strategy,Marketing Manager
86,93,9,1,5,1,Economic Development,Strategy,Marketing,Medical Imaging,Engaging with Marketing,Strategy,Marketing Manager
82,82,6,1,4,1,Economic Development,Strategy,Business,Coding,Engaging with Business,Leadership,Marketing Manager
85,60,6,1,4,0,Economic Development,Strategy Development,Marketing,Medical Assistance,digital advertising,Leadership,Marketing Manager
85,75,12,0,4,1,Economic Development,content creation,Marketing,Gaming  ,Engaging with Marketing,Creative,Marketing Manager
65,93,12,0,1,0,Economic Development,Promotion,Marketing,Biotechnology,Engaging with Marketing,Promotion,Marketing Specialist
64,83,9,1,4,0,Sustainability,Bricklaying,Construction,drawing,Bricklaying,Physical Strength,Mason
85,83,11,0,4,0,Technology and Innovation,Materials Testing,Materials Science,drawing,Engaging with Materials Science,Problem-Solving,Materials Scientist
77,91,5,1,4,1,Technology and Innovation,Vehicle Repair,Automotive Technology,drawing,Vehicle Repair,Analytical,Mechanic
93,64,9,0,3,1,Technology and Innovation,Design,Engineering,Video Production,Design,Design,Mechanical Engineer
91,81,5,0,2,1,Technology and Innovation,Design,Engineering,singing,Engaging with Engineering,Design,Mechanical Engineer
91,85,7,0,1,0,Economic Development,Negotiation,Advertising,Music Writing,Negotiation,Analytical,Media Buyer
93,74,4,0,3,0,Economic Development,Negotiation,Advertising,Animation,Engaging with Advertising,Strategic Thinking,Media Buyer
61,85,7,1,3,0,Human Rights,Advisory,Ethics,Song Production,Campaign Planning,Integrity,Media Ethics Consultant
81,73,11,0,5,0,Economic Development,Campaign Planning,Marketing,Teaching,Public Speaking,Strategic Thinking,Media Planner
87,73,10,1,4,1,Economic Development,Public Speaking,Communications,Therapy,Engaging with Media,Persuasiveness,Media Relations Manager
87,81,12,0,1,0,Technology and Innovation,Communication,Media,Instrument Playing,Negotiation,Communication,Media Specialist
88,89,5,0,5,1,Equality,Negotiation,Conflict Resolution,Network Setup,Engaging with Conflict Resolution,Negotiation,Mediator
91,94,8,0,1,0,Healthcare,Administrative Skills,Healthcare Administration,Healthcare Assistance,Administrative Skills,Organization,Medical Assistant
83,75,9,1,4,0,Healthcare,Care,Medicine,Exercise Science,Care,Detail,Medical Assistant
62,67,9,1,3,1,Healthcare,Care,Medicine,Rehabilitation,Engaging with Healthcare Administration,Detail,Medical Assistant
90,77,6,1,2,1,Healthcare,Administrative Skills,Healthcare Administration,Physical Therapy,Engaging with Medicine,Organization,Medical Assistant
67,92,11,0,4,0,Healthcare,Administrative Skills,Healthcare Administration,System Admin,Engaging with Medicine,Organization,Medical Assistant
90,92,4,0,3,0,Healthcare,Billing and Coding,Health Information Management,Medical Billing,Engaging with Health Information Management,Detail-oriented,Medical Biller
84,90,6,0,1,0,Healthcare,Coding and Billing,Health Information Management,Coding,Coding and Billing,Accuracy,Medical Coder
86,85,8,0,2,1,Healthcare,Visual Communication,Medical Arts,Illustrating,Engaging with Medical Arts,Creativity,Medical Illustrator
84,65,11,1,4,1,Healthcare,Imaging Techniques,Radiology,Imaging,Imaging Techniques,Technical Skills,Medical Imaging Technologist
85,70,2,1,1,1,Healthcare,Research,Medicine,Laboratory Work,Research,Analytical,Medical Laboratory Scientist
82,92,11,1,4,0,Healthcare,Testing and Analysis,Laboratory Science,Testing,Testing and Analysis,Detail,Medical Laboratory Technician
84,67,10,0,3,1,Healthcare,Testing and Analysis,Laboratory Science,Animation,Testing,Detail,Medical Laboratory Technician
93,74,7,0,2,0,Healthcare,Testing,Laboratory Science,Biology Research,Engaging with Laboratory Science,Accuracy,Medical Laboratory Technician
84,79,11,1,2,1,Healthcare,Testing and Analysis,Laboratory Science,App Development,Laboratory Analysis,Detail,Medical Laboratory Technician
93,61,4,1,3,1,Healthcare,Laboratory Analysis,Biology,Video Production,Engaging with Biology,Laboratory Analysis,Medical Laboratory Technologist
72,77,8,1,4,0,Economic Development,Analysis,Healthcare,Music Writing,Analysis,Analysis,Medical Technologist
54,66,1,0,3,0,Economic Development,Analysis,Retail,Song Production,Engaging with Retail,Detail,Merchandising Analyst
74,92,4,1,1,0,Environmental Conservation,Weather Analysis,Meteorology,Music Therapy,Weather Analysis,Analytical,Meteorologist
89,84,7,0,2,0,Environmental Conservation,Weather Analysis,Meteorology,Teaching,Engaging with Meteorology,Analytical,Meteorologist
92,90,5,1,3,0,Healthcare,Laboratory Skills,Microbiology,Networking,Laboratory Skills,Precision,Microbiologist
72,65,4,0,1,1,Healthcare,Research,Microbiology,Instrument Playing,Engaging with Microbiology,Curiosity,Microbiologist
69,75,4,1,3,0,Technology and Innovation,continuous integration,Software Development,Analyzing economic trends,Laboratory Skills,Efficient,Mobile App Developer
74,72,5,0,4,1,Technology and Innovation,localization and internationalization,Software Development,Stock market investing,Engaging with Microbiology,Culturally aware,Mobile App Developer
80,64,6,1,5,0,Technology and Innovation,mobile app architecture,Software Development,Financial analysis,UI/UX design,Visionary,Mobile App Developer
62,78,7,0,1,1,Technology and Innovation,cloud services integration,Software Development,Participating in self-defense classes,API integration,Strategic,Mobile App Developer
76,70,8,1,2,0,Technology and Innovation,mobile analytics,Software Development,Attending law enforcement seminars,cross-platform development,Data-driven,Mobile App Developer
73,67,10,1,4,0,Technology and Innovation,agile development methodologies,Software Development,Volunteering in community safety programs,debugging and troubleshooting,Collaborative,Mobile App Developer
65,74,9,0,3,1,Technology and Innovation,user interface development,Software Development,Researching criminal psychology,version control (Git),Creative,Mobile App Developer
79,75,12,0,5,1,Technology and Innovation,app store deployment,Software Development,Reading crime novels,performance optimization,Knowledgeable,Mobile App Developer
68,66,3,1,1,1,Technology and Innovation,mobile security practices,Software Development,Self-defense training,mobile app testing,Ethical,Mobile App Developer
77,72,4,0,4,1,Technology and Innovation,user feedback incorporation,Software Development,Tactical training,user feedback incorporation,Engaging,Mobile App Developer
70,79,5,1,3,0,Technology and Innovation,mobile app testing,Software Development,Surveillance,mobile security practices,Insightful,Mobile App Developer
64,73,6,0,5,1,Technology and Innovation,performance optimization,Software Development,Forensic science,app store deployment,Resourceful,Mobile App Developer
67,76,7,1,4,0,Technology and Innovation,version control (Git),Software Development,Crime investigation,agile development methodologies,Organized,Mobile App Developer
78,65,8,0,2,1,Technology and Innovation,debugging and troubleshooting,Software Development,Fitness competitions,user interface development,Problem-solving,Mobile App Developer
80,70,11,1,5,1,Technology and Innovation,cross-platform development,Software Development,Creating workout plans,mobile analytics,Technical,Mobile App Developer
66,74,9,1,3,0,Technology and Innovation,API integration,Software Development,Attending fitness workshops,cloud services integration,Analytical,Mobile App Developer
63,71,3,0,2,1,Technology and Innovation,code review practices,Software Development,Portfolio management,mobile app architecture,Insightful,Mobile App Developer
66,79,2,1,1,1,Technology and Innovation,mobile app prototyping,Software Development,Risk management,localization and internationalization,Innovative,Mobile App Developer
75,68,10,1,5,1,Technology and Innovation,mobile app development,Software Development,Participating in fitness challenges,continuous integration,Detail-oriented,Mobile App Developer
72,78,12,0,4,1,Technology and Innovation,UI/UX design,Software Development,Studying exercise science,code review practices,Creative,Mobile App Developer
65,87,10,0,5,1,Technology and Innovation,Programming,Technology,System Administration,mobile app prototyping,Programming,Mobile App Developer
65,93,5,0,2,0,Technology and Innovation,Animation Techniques,Animation,Exercise Science,Animation Techniques,Storytelling,Motion Graphics Designer
64,94,7,0,3,1,Technology and Innovation,Animation Techniques,Animation,Rehabilitation,Engaging with Animation,Storytelling,Motion Graphics Designer
78,67,7,0,4,1,Cultural Preservation,Writing and Reporting,Journalism,Weather Forecasting,Writing and Reporting,Insight,Music Journalist
68,66,3,1,1,1,Cultural Preservation,live sound production,Music Production,Problem-solving,Writing and Reporting,Engaging,Music Producer
77,72,4,0,4,1,Cultural Preservation,music marketing,Music Production,Analyzing,Engaging with Journalism,Strategic,Music Producer
70,79,5,1,3,0,Cultural Preservation,project management,Music Production,Researching,Audio Engineering,Organized,Music Producer
64,73,6,0,5,1,Cultural Preservation,sound design,Music Production,Innovating,audio engineering,Resourceful,Music Producer
67,76,7,1,4,0,Cultural Preservation,collaboration with artists,Music Production,Experimenting,mixing and mastering,Communicative,Music Producer
78,65,8,0,2,1,Cultural Preservation,music composition,Music Production,Reading,songwriting,Innovative,Music Producer
66,74,9,1,3,0,Cultural Preservation,songwriting,Music Production,Negotiating,arrangement,Analytical,Music Producer
72,78,12,0,4,1,Cultural Preservation,mixing and mastering,Music Production,Advising,music composition,Creative,Music Producer
75,68,10,1,5,1,Cultural Preservation,audio engineering,Music Production,Judging,collaboration with artists,Detail-oriented,Music Producer
70,62,8,1,4,1,Cultural Preservation,Audio Engineering,Music,Biological Research,sound design,Technical Skills,Music Producer
80,70,11,1,5,1,Cultural Preservation,arrangement,Music Production,Court reporting,project management,Technical,Music Producer
81,84,8,1,5,1,Education,Education,Music,Microbial Studies,Education,Instruction,Music Teacher
69,85,7,0,4,0,Mental Health and Well-being,Therapeutic Techniques,Music,Patient Care,Therapeutic Techniques,Empathy,Music Therapist
81,86,5,0,2,0,Cultural Preservation,Instrument Proficiency,Music,Medical Research,Instrument Proficiency,Expression,Musician
76,80,6,1,2,1,Technology and Innovation,Management,Networking,Creative Writing,Instrument Proficiency,Management,Network Administrator
68,82,8,0,4,0,Technology and Innovation,programming,Computer Networking,Music Journalism,programming,Troubleshooter,Network Engineer
85,67,8,1,5,0,Technology and Innovation,teamwork,Computer Networking,Cybersecurity,development,Code reviewer,Network Engineer
61,62,3,0,5,0,Technology and Innovation,development,Computer Networking,Charity Work,problem solving,Connectivity expert,Network Engineer
60,91,15,0,3,0,Technology and Innovation,testing,Computer Networking,Public Speaking,adaptability,Code reviewer,Network Engineer
91,71,9,0,4,1,Technology and Innovation,testing,Computer Networking,News Reporting,testing,Security-focused,Network Engineer
63,74,15,0,5,0,Technology and Innovation,programming,Computer Networking,Neurology,gaming,Connectivity expert,Network Engineer
65,71,3,0,5,0,Technology and Innovation,development,Computer Networking,Brain Research,teamwork,Network designer,Network Engineer
81,92,12,1,5,0,Technology and Innovation,adaptability,Computer Networking,Neuroscience,decision making,Connectivity,Network Engineer
